Emotion	Music1	start1	end1	link1	trackID1	Music2	start2	end2	link2	trackID2
Wonder	Healer	 00:53	 01:17	https://open.spotify.com/intl-pt/track/7kC5Q1Ai6RSshkuFXCcsMG	7kC5Q1Ai6RSshkuFXCcsMG	Paper Rings	 01:25	 01:49	https://open.spotify.com/intl-pt/track/4y5bvROuBDPr5fuwXbIBZR	4y5bvROuBDPr5fuwXbIBZR
Transcendence	Wild Flower	 03:47	 04:11	https://open.spotify.com/intl-pt/track/1AZjCZSGEjlxUufFQwSszF	1AZjCZSGEjlxUufFQwSszF	Paradise	 02:20	 02:44	https://open.spotify.com/intl-pt/track/6nek1Nin9q48AVZcWs9e9D	6nek1Nin9q48AVZcWs9e9D
Tenderness	I Want to Write You a Song	 00:01	 00:25	https://open.spotify.com/intl-pt/track/608R6FvRtAqf2dvgKMzebP	608R6FvRtAqf2dvgKMzebP	Winter Bear	 00:50	 01:14	https://open.spotify.com/intl-pt/track/74ewFAgDzRkhZ7EX2eLtfZ	74ewFAgDzRkhZ7EX2eLtfZ
Nostalgia	Fireflies	 01:25	 01:49	https://open.spotify.com/intl-pt/track/3DamFFqW32WihKkTVlwTYQ	3DamFFqW32WihKkTVlwTYQ	Kidult	 00:50	 01:14	https://open.spotify.com/intl-pt/track/1kmmKv3L4kGmoPu8aDFOmk	1kmmKv3L4kGmoPu8aDFOmk
Peacefulness	goodnight, dear	 00:00	 00:24	https://open.spotify.com/intl-pt/track/6pAXhOJIYqeogZP34vZBqO	6pAXhOJIYqeogZP34vZBqO	ocean eyes	 00:42	 01:06	https://open.spotify.com/intl-pt/track/7hDVYcQq6MxkdJGweuCtl9	7hDVYcQq6MxkdJGweuCtl9
Power	GODS	 01:31	 01:55	https://open.spotify.com/track/210JJAa9nJOgNa0YNrsT5g?si=2cf8b3d228f14631	210JJAa9nJOgNa0YNrsT5g	Fight Song	 00:37	 01:01	https://open.spotify.com/intl-pt/track/37f4ITSlgPX81ad2EvmVQr	37f4ITSlgPX81ad2EvmVQr
Joyful activation	Shut Up and Dance	 00:41	 01:05	https://open.spotify.com/intl-pt/track/4kbj5MwxO1bq9wjT5g9HaA	4kbj5MwxO1bq9wjT5g9HaA	Dance Dance	 00:47	 01:11	https://open.spotify.com/intl-pt/track/6DYkLt9JPsf3obewkAnamY	6DYkLt9JPsf3obewkAnamY
Tension	Intro: Never Mind	 01:16	 01:40	https://open.spotify.com/intl-pt/track/6JbPyMiLnWaaKusic64bCq	6JbPyMiLnWaaKusic64bCq	Numb	 01:43	 02:07	https://open.spotify.com/intl-pt/track/2nLtzopw4rPReszdYBJU6h	2nLtzopw4rPReszdYBJU6h
Sadness	Loved You Goodbye	 00:10	 00:34	https://open.spotify.com/intl-pt/track/1ZWLWVqeEMWMKTlteS0yLH	1ZWLWVqeEMWMKTlteS0yLH	Head Above Water	 00:56	 01:20	https://open.spotify.com/intl-pt/track/7gY3cyGcB2wnk2xDXiA0pe	7gY3cyGcB2wnk2xDXiA0pe
