	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Power	0jQBEvhlnHrzPpLVX0NKIh	1685980685.4898741	1685980697.4907699	1685980697.7346256	1685980721.4911244	1685980721.7171268	23.98250126838684	12	12.244751453399658	0.2447514533996582	36.2272527217865
1	Power	4GdHkkbUtc63Jr3JI5Pm19	1685980685.4898741	1685980727.492704	1685980727.71651	1685980751.4945362	1685980751.7871783	24.07066822052002	42	42.22663593292236	0.22663593292236328	66.29730415344238
2	Wonder	3kuuKgkJKTaQGTslJ4rY9i	1685980685.4898741	1685980769.4954703	1685980769.7950761	1685980793.4967966	1685980793.7259266	23.930850505828857	84	84.3052020072937	0.30520200729370117	108.23605251312256
3	Wonder	5m17ITVv8Mva7X5HYRSClh	1685980685.4898741	1685980799.4969795	1685980799.7219765	1685980823.4983315	1685980823.7904122	24.068435668945312	114	114.232102394104	0.2321023941040039	138.30053806304932
4	Sadness	0bmb8jg6ljmt8qBmIsMNvL	1685980685.4898741	1685980841.5000844	1685980841.7408242	1685980865.5011678	1685980865.7370474	23.996223211288452	156	156.25095009803772	0.2509500980377197	180.24717330932617
5	Sadness	6Wr0L1OWkniqsLMfJuRNp0	1685980685.4898741	1685980871.502155	1685980871.7259867	1685980895.5022361	1685980895.7508283	24.02484154701233	186	186.2361125946045	0.2361125946044922	210.26095414161682
6	Transcendence	6uxCDET1kOLNfEOcrF3zJK	1685980685.4898741	1685980913.5040958	1685980913.8063588	1685980937.5060923	1685980937.744687	23.9383282661438	228	228.31648468971252	0.3164846897125244	252.25481295585632
7	Transcendence	6Tb7Zfo4PcSiS4TqQ4NnTh	1685980685.4898741	1685980943.5060964	1685980943.7427208	1685980967.5060973	1685980967.738606	23.995885133743286	258	258.2528467178345	0.25284671783447266	282.24873185157776
8	Tension	4PgQu8CWZAD6NSqd4mGDmE	1685980685.4898741	1685980985.5078688	1685980985.7438252	1685981009.5081115	1685981009.740487	23.996661901474	300	300.25395107269287	0.2539510726928711	324.25061297416687
9	Tension	0o9ivTBX7mjTnaUYF4Gk6t	1685980685.4898741	1685981015.5088997	1685981015.7334242	1685981039.5091588	1685981039.9352562	24.201832056045532	330	330.24355006217957	0.24355006217956543	354.4453821182251
10	Nostalgia	1JIvoW6neJrFd1ES2aZZvh	1685980685.4898741	1685981057.5100508	1685981057.7363777	1685981081.5117848	1685981081.7699692	24.033591508865356	372	372.2465035915375	0.24650359153747559	396.28009510040283
11	Nostalgia	2AX5E86cn9n2dgioZEjirI	1685980685.4898741	1685981087.5136757	1685981087.7499752	1685981111.514411	1685981112.0257595	24.275784254074097	402	402.2601010799408	0.2601010799407959	426.5358853340149
12	Joyful activation	4eoFmrwfkSevr8Gegsxyuo	1685980685.4898741	1685981129.5156868	1685981129.736547	1685981153.5161004	1685981153.8239434	24.087396383285522	444	444.24667286872864	0.2466728687286377	468.33406925201416
13	Joyful activation	5e0O7MjhNHq9G67qDFM8nR	1685980685.4898741	1685981159.5164058	1685981159.8180842	1685981183.5174496	1685981183.7382615	23.920177221298218	474	474.32821011543274	0.32821011543273926	498.24838733673096
14	Tenderness	1uirE2Am209htwgK4KVrGD	1685980685.4898741	1685981201.5179524	1685981201.8139164	1685981225.5197103	1685981225.749729	23.93581247329712	516	516.3240423202515	0.32404232025146484	540.2598547935486
15	Tenderness	3xjwCARr4JwSaJwka9H7MQ	1685980685.4898741	1685981231.519839	1685981231.8132467	1685981255.521294	1685981255.7489488	23.935702085494995	546	546.3233726024628	0.32337260246276855	570.2590746879578
16	Peacefulness	0YxUyFzBQiFquwz4raExRB	1685980685.4898741	1685981273.5217254	1685981273.7567778	1685981297.5232124	1685981297.749439	23.992661237716675	588	588.2669036388397	0.2669036388397217	612.2595648765564
17	Peacefulness	0DM6vcY11eSbTi9lSjvqjh	1685980685.4898741	1685981303.5241632	1685981303.756276	1685981327.5250013	1685981327.8804429	24.12416696548462	618	618.2664017677307	0.2664017677307129	642.3905687332153
