	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Nostalgia	2A1bDBDHoKTTmyALQJ7zqU	1686923452.961823	1686923464.9629467	1686923465.223875	1686923488.9644516	1686923489.2692018	24.045326709747314	12	12.262052059173584	0.262052059173584	36.3073787689209
1	Nostalgia	6Thn8AOHIwPCkf2O4ZgfC2	1686923452.961823	1686923494.9655282	1686923495.20123	1686923518.9670527	1686923519.2025073	24.001277208328247	42	42.23940706253052	0.23940706253051758	66.24068427085876
2	Transcendence	1elGwF4VwkwglV4nCBPJtv	1686923452.961823	1686923536.9674406	1686923537.2129178	1686923560.9687011	1686923561.3344908	24.121572971343994	84	84.25109481811523	0.2510948181152344	108.37266778945923
3	Transcendence	4ypudCmFDkvLrj5DY6VJzj	1686923452.961823	1686923566.9699373	1686923567.2093544	1686923590.9705296	1686923591.2710714	24.06171703338623	114	114.24753141403198	0.24753141403198242	138.3092484474182
4	Tenderness	1YIAJ4gN1oh0KRb9Rb41Rd	1686923452.961823	1686923608.970876	1686923609.2126226	1686923632.971719	1686923633.2098262	23.997203588485718	156	156.2507996559143	0.25079965591430664	180.24800324440002
5	Tenderness	6NSlOEEtWlqvEFrjQsry77	1686923452.961823	1686923638.9717858	1686923639.2032356	1686923662.9729865	1686923663.2729516	24.069715976715088	186	186.24141263961792	0.24141263961791992	210.311128616333
6	Wonder	0qmCWYu7hOvriyuqXfPw7I	1686923452.961823	1686923680.9747684	1686923681.2057748	1686923704.9760866	1686923705.2174423	24.011667490005493	228	228.24395179748535	0.24395179748535156	252.25561928749084
7	Wonder	1Y5EqnpZLLoAp4RQQTr10O	1686923452.961823	1686923710.9771903	1686923711.2175367	1686923734.9788384	1686923735.2044466	23.986909866333008	258	258.25571370124817	0.25571370124816895	282.2426235675812
8	Tension	0L7zm6afBEtrNKo6C6Gj08	1686923452.961823	1686923752.9791992	1686923753.210467	1686923776.9802442	1686923777.3013837	24.090916633605957	300	300.24864411354065	0.24864411354064941	324.3395607471466
9	Tension	5UgT7w6zVZjP3oyawMzbiK	1686923452.961823	1686923782.9811118	1686923783.2144902	1686923806.9823654	1686923807.213771	23.99928092956543	330	330.2526671886444	0.2526671886444092	354.25194811820984
10	Peacefulness	6opPrJUpq4Pl5c84eCwLmo	1686923452.961823	1686923824.982606	1686923825.2189975	1686923848.9834187	1686923849.2166638	23.997666358947754	372	372.2571744918823	0.2571744918823242	396.2548408508301
11	Peacefulness	0bYkLnTr1ddquKhvq85aio	1686923452.961823	1686923854.9846444	1686923855.2205904	1686923878.985333	1686923879.2145662	23.99397587776184	402	402.2587673664093	0.25876736640930176	426.25274324417114
12	Joyful activation	2Ud3deeqLAG988pfW0Kwcl	1686923452.961823	1686923896.9855196	1686923897.2159421	1686923920.9873927	1686923921.217764	24.001821756362915	444	444.25411915779114	0.2541191577911377	468.25594091415405
13	Joyful activation	1BY1Vd2Bt6JPOhMvsIwtVv	1686923452.961823	1686923926.988885	1686923927.3145616	1686923950.989841	1686923951.2335155	23.918953895568848	474	474.3527386188507	0.352738618850708	498.27169251441956
14	Power	1qziCx0BHzpd6LeSqx8vAq	1686923452.961823	1686923968.9912658	1686923969.2415912	1686923992.9923286	1686923993.4166873	24.175096035003662	516	516.2797682285309	0.2797682285308838	540.4548642635345
15	Power	0MZl43LHqJXS1Vb3naePmi	1686923452.961823	1686923998.992548	1686923999.3443718	1686924022.994001	1686924023.357767	24.013395309448242	546	546.3825488090515	0.38254880905151367	570.3959441184998
16	Sadness	2nMeu6UenVvwUktBCpLMK9	1686923452.961823	1686924040.9946773	1686924041.2290545	1686924064.9955306	1686924065.247854	24.018799543380737	588	588.267231464386	0.26723146438598633	612.2860310077667
17	Sadness	0SUDiaR0qm30fXVGPjPvRp	1686923452.961823	1686924070.9957325	1686924071.2253897	1686924094.9963586	1686924095.4462008	24.220811128616333	618	618.2635667324066	0.2635667324066162	642.484377861023
