	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Sadness	0pwnoUhy57HdGjj1zNzzNV	1687791124.960334	1687791136.9622023	1687791137.2284818	1687791160.9629793	1687791161.206379	23.97789716720581	12	12.268147706985474	0.26814770698547363	36.246044874191284
1	Sadness	50Td3qilgs8BLtv8mHyT1t	1687791124.960334	1687791166.9633462	1687791167.1850474	1687791190.9652565	1687791191.3923562	24.207308769226074	42	42.22471332550049	0.22471332550048828	66.43202209472656
2	Nostalgia	1TQ2UYCN7nhfj3cfcFC76V	1687791124.960334	1687791208.9655662	1687791209.2183595	1687791232.9671772	1687791233.203109	23.98474955558777	84	84.25802540779114	0.2580254077911377	108.2427749633789
3	Nostalgia	4QTFU7BukoyDtyyemGPNCX	1687791124.960334	1687791238.968449	1687791239.2608747	1687791262.9690847	1687791263.2293062	23.96843147277832	114	114.30054068565369	0.3005406856536865	138.268972158432
4	Wonder	1tLp9KH0j1HoKdS1vnvkxO	1687791124.960334	1687791280.9696763	1687791281.1968737	1687791304.9707675	1687791305.2166736	24.019799947738647	156	156.23653960227966	0.23653960227966309	180.2563395500183
5	Wonder	0XXkQk83TjaGoPndxWLHKr	1687791124.960334	1687791310.9713142	1687791311.3140647	1687791334.9713233	1687791335.2136488	23.8995840549469	186	186.35373067855835	0.3537306785583496	210.25331473350525
6	Tenderness	5nkUIVKqOqdpB6ApKgEMkv	1687791124.960334	1687791352.9724243	1687791353.2102478	1687791376.9725425	1687791377.2866437	24.076395988464355	228	228.24991369247437	0.24991369247436523	252.32630968093872
7	Tenderness	6cx5CvFhqN19efStehJqoW	1687791124.960334	1687791382.9733286	1687791383.2837806	1687791406.9733424	1687791407.2149575	23.931176900863647	258	258.3234465122223	0.32344651222229004	282.25462341308594
8	Transcendence	3nSglalUiJYQfUsnzvI5Px	1687791124.960334	1687791424.9742382	1687791425.306161	1687791448.9751647	1687791449.2090006	23.90283966064453	300	300.34582686424255	0.3458268642425537	324.2486665248871
9	Transcendence	5ky71GXSi2Rt2sgmbVGuqK	1687791124.960334	1687791454.9754524	1687791455.22426	1687791478.97645	1687791479.2347496	24.010489463806152	330	330.2639260292053	0.26392602920532227	354.2744154930115
10	Tension	70gOupwTsC5iq2x3i6Q8f3	1687791124.960334	1687791496.977223	1687791497.2602644	1687791520.9786432	1687791521.2135146	23.95325016975403	372	372.2999303340912	0.2999303340911865	396.2531805038452
11	Tension	1AUyzuh7CIr1yDYPTOgQQL	1687791124.960334	1687791526.9794197	1687791527.2170753	1687791550.9807007	1687791551.4958491	24.27877378463745	402	402.2567412853241	0.2567412853240967	426.53551506996155
12	Peacefulness	6J2LdBN97cDWn0MLxYh9HB	1687791124.960334	1687791568.981443	1687791569.284207	1687791592.9817731	1687791593.255443	23.971235990524292	444	444.3238730430603	0.32387304306030273	468.2951090335846
13	Peacefulness	1OU4E4HiVjdak0mL4blVWT	1687791124.960334	1687791598.982052	1687791599.221074	1687791622.983165	1687791623.2575793	24.036505222320557	474	474.2607400417328	0.2607400417327881	498.29724526405334
14	Power	3kG6GPkDkV2RQTm9QdYN9Z	1687791124.960334	1687791640.9847655	1687791641.2901237	1687791664.9854658	1687791665.3593874	24.069263696670532	516	516.3297896385193	0.3297896385192871	540.3990533351898
15	Power	1S85LGnDPKKOkfuFaK6vFu	1687791124.960334	1687791670.9855332	1687791671.2884252	1687791694.9869153	1687791695.3058946	24.01746940612793	546	546.3280911445618	0.3280911445617676	570.3455605506897
16	Joyful activation	70t7Q6AYG6ZgTYmJWcnkUM	1687791124.960334	1687791712.9884987	1687791713.2207181	1687791736.9889946	1687791737.2750638	24.05434560775757	588	588.2603840827942	0.26038408279418945	612.3147296905518
17	Joyful activation	71ax09SvKzLb1mwlQeAYMU	1687791124.960334	1687791742.9901965	1687791743.2265258	1687791766.990889	1687791767.2307446	24.004218816757202	618	618.2661917209625	0.2661917209625244	642.2704105377197
