	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Joyful activation	3U34tMYhMbr6tBWZdCUp6f	1689786005.5574815	1689786017.5594761	1689786017.8004005	1689786041.5609512	1689786041.8815846	24.081184148788452	12	12.242918968200684	0.2429189682006836	36.324103116989136
1	Joyful activation	1qbt0lhWF7LGtPFA4DxXjt	1689786005.5574815	1689786047.5610838	1689786047.8584585	1689786071.561592	1689786071.9323683	24.073909759521484	42	42.30097699165344	0.3009769916534424	66.37488675117493
2	Wonder	4HQN9u4uzSN3yPo5q5JJ4h	1689786005.5574815	1689786089.561616	1689786089.7891045	1689786113.561723	1689786113.9258637	24.136759281158447	84	84.23162293434143	0.23162293434143066	108.36838221549988
3	Wonder	7MIN37CiVP1lVjqKNmLMWk	1689786005.5574815	1689786119.5625007	1689786119.7993615	1689786143.563484	1689786143.9356043	24.136242866516113	114	114.24187994003296	0.24187994003295898	138.37812280654907
4	Nostalgia	4mvb2QrG9ea14U9BQ8U9Q0	1689786005.5574815	1689786161.564426	1689786161.8163204	1689786185.565931	1689786185.8301923	24.013871908187866	156	156.25883889198303	0.2588388919830322	180.2727108001709
5	Nostalgia	0eHQwnJbapCEv23ekhq1VD	1689786005.5574815	1689786191.567474	1689786191.8030434	1689786215.56907	1689786215.810293	24.00724959373474	186	186.24556183815002	0.24556183815002441	210.25281143188477
6	Peacefulness	7fP1rYLOp7Yj7v9RCNRufc	1689786005.5574815	1689786233.569226	1689786233.7970717	1689786257.569656	1689786257.9777644	24.180692672729492	228	228.23959016799927	0.23959016799926758	252.42028284072876
7	Peacefulness	6gEV64DR6tymTFOE4QLxdc	1689786005.5574815	1689786263.5714622	1689786263.7988439	1689786287.5714924	1689786287.8087249	24.009881019592285	258	258.24136233329773	0.2413623332977295	282.25124335289
8	Tenderness	0PGZrRaLLeRDm2RyvkCwni	1689786005.5574815	1689786305.5716214	1689786305.8064058	1689786329.5722702	1689786329.8062391	23.999833345413208	300	300.2489242553711	0.24892425537109375	324.2487576007843
9	Tenderness	3fACD4HoiywCRscYBqOVYZ	1689786005.5574815	1689786335.5728781	1689786335.889646	1689786359.574042	1689786359.8059342	23.916288137435913	330	330.3321645259857	0.3321645259857178	354.24845266342163
10	Power	0N4OP61tVUsFczWiiGMEWX	1689786005.5574815	1689786377.5750337	1689786377.815157	1689786401.5756726	1689786401.936851	24.121694087982178	372	372.257675409317	0.2576754093170166	396.3793694972992
11	Power	1nmRZ6Q4lXtCHESNfTSeOS	1689786005.5574815	1689786407.576125	1689786407.9094698	1689786431.5772612	1689786431.8109217	23.90145182609558	402	402.3519883155823	0.3519883155822754	426.25344014167786
12	Transcendence	3VcSwitmWZQZVgRnABpmik	1689786005.5574815	1689786449.577745	1689786449.8082418	1689786473.5779562	1689786473.9421818	24.13393998146057	444	444.25076031684875	0.2507603168487549	468.3847002983093
13	Transcendence	53LqxOALGMKL9XtDDF9IQG	1689786005.5574815	1689786479.5779796	1689786479.8108659	1689786503.5794797	1689786503.9546304	24.14376449584961	474	474.25338435173035	0.2533843517303467	498.39714884757996
14	Tension	6cgIf3C3iwK9vN72PPtqaB	1689786005.5574815	1689786521.5796452	1689786521.8069146	1689786545.581349	1689786545.7667658	23.959851264953613	516	516.2494330406189	0.24943304061889648	540.2092843055725
15	Tension	6p0hrqwduCH0DbqyJfbKOV	1689786005.5574815	1689786551.583166	1689786551.811733	1689786575.5835345	1689786575.9358428	24.124109745025635	546	546.2542514801025	0.25425148010253906	570.3783612251282
16	Sadness	4sZyGMVH9WFFm3qFo0WCBV	1689786005.5574815	1689786593.58386	1689786593.8156562	1689786617.5854313	1689786617.8236973	24.00804114341736	588	588.2581746578217	0.2581746578216553	612.266215801239
17	Sadness	1wy0VLQFdSZxhYDWuANvp0	1689786005.5574815	1689786623.5855923	1689786623.809599	1689786647.585958	1689786647.8255818	24.01598286628723	618	618.252117395401	0.252117395401001	642.2681002616882
