	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Transcendence	3z8h0TU7ReDPLIbEnYhWZb	1685547993.923851	1685548005.9252434	1685548006.2318163	1685548029.9271455	1685548030.1627746	23.93095827102661	12	12.307965278625488	0.3079652786254883	36.2389235496521
1	Transcendence	2xizRhme7pYeITbH1NLLGt	1685547993.923851	1685548035.928031	1685548036.156136	1685548059.9291394	1685548060.1506858	23.99454975128174	42	42.232285022735596	0.2322850227355957	66.22683477401733
2	Tenderness	3e8kgXoSaW5MQkpjSw9nYk	1685547993.923851	1685548077.9303901	1685548078.2534852	1685548101.9319108	1685548102.230842	23.977356910705566	84	84.32963418960571	0.3296341896057129	108.30699110031128
3	Tenderness	6ZygaqgtPkiahkiYJhYWhn	1685547993.923851	1685548107.9336674	1685548108.1612704	1685548131.9356003	1685548132.377442	24.216171503067017	114	114.23741936683655	0.23741936683654785	138.45359086990356
4	Sadness	3QFCL0dqEzXFIWlqWiVDJU	1685547993.923851	1685548149.935641	1685548150.2467422	1685548173.9372094	1685548174.2036498	23.956907510757446	156	156.32289123535156	0.3228912353515625	180.279798746109
5	Sadness	2cPaTVGnIGe3HYCAsOGnl1	1685547993.923851	1685548179.9385746	1685548180.1739314	1685548203.9397783	1685548204.3406665	24.16673517227173	186	186.25008034706116	0.2500803470611572	210.41681551933289
6	Wonder	6HMFtoMvv6n6Q2eOyPFyne	1685547993.923851	1685548221.9411721	1685548222.173054	1685548245.9413543	1685548246.1709692	23.997915267944336	228	228.24920296669006	0.24920296669006348	252.2471182346344
7	Wonder	4g1PEaO8DhmY3PkbuPHagk	1685547993.923851	1685548251.9430737	1685548252.1683547	1685548275.943214	1685548276.1746626	24.00630784034729	258	258.244503736496	0.24450373649597168	282.25081157684326
8	Power	0ErK6K0kYr0Ow2RkPMhmMs	1685547993.923851	1685548293.943312	1685548294.176764	1685548317.94503	1685548318.2464387	24.069674730300903	300	300.25291299819946	0.2529129981994629	324.32258772850037
9	Power	0k664IuFwVP557Gnx7RhIl	1685547993.923851	1685548323.945349	1685548324.183154	1685548347.9471636	1685548348.261389	24.078234910964966	330	330.25930309295654	0.25930309295654297	354.3375380039215
10	Tension	7pmNNEJcBcODkrPHEIf7Cy	1685547993.923851	1685548365.9477284	1685548366.1867962	1685548389.9487634	1685548390.3032048	24.116408586502075	372	372.2629451751709	0.26294517517089844	396.379353761673
11	Tension	2kRFrWaLWiKq48YYVdGcm8	1685547993.923851	1685548395.949898	1685548396.1847045	1685548419.95129	1685548420.1892078	24.00450325012207	402	402.26085352897644	0.26085352897644043	426.2653567790985
12	Joyful activation	0ikz6tENMONtK6qGkOrU3c	1685547993.923851	1685548437.953105	1685548438.19381	1685548461.953301	1685548462.1909318	23.997121810913086	444	444.2699589729309	0.2699589729309082	468.267080783844
13	Joyful activation	67iAlVNDDdddxqSD2EZhFs	1685547993.923851	1685548467.953705	1685548468.1949937	1685548491.9540162	1685548492.1764913	23.981497526168823	474	474.27114272117615	0.27114272117614746	498.25264024734497
14	Nostalgia	4IlfC1rWTdu6uyWgOa37WX	1685547993.923851	1685548509.955612	1685548510.19453	1685548533.9559433	1685548534.1958003	24.001270294189453	516	516.2706789970398	0.2706789970397949	540.2719492912292
15	Nostalgia	1wjVcsnkPBBrxgEG0a1qyA	1685547993.923851	1685548539.9570525	1685548540.1908772	1685548563.9573915	1685548564.1797035	23.988826274871826	546	546.2670261859894	0.2670261859893799	570.2558524608612
16	Peacefulness	4Q3nQek3cWJqlRVPrvsbdJ	1685547993.923851	1685548581.959225	1685548582.1935914	1685548605.9598258	1685548606.203958	24.010366678237915	588	588.2697403430939	0.26974034309387207	612.2801070213318
17	Peacefulness	3cR0EJ6WiCDj2imGIzjV45	1685547993.923851	1685548611.9598439	1685548612.2127786	1685548635.9599152	1685548636.2786536	24.06587505340576	618	618.2889275550842	0.2889275550842285	642.35480260849
