	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Nostalgia	3lAqHOGFBABytXxiPpDm6e	1718809317.3400917	1718809329.3424556	1718809329.5714107	1718809353.343317	1718809353.6084018	24.036991119384766	12	12.231318950653076	0.23131895065307617	36.26831007003784
1	Nostalgia	1Lom3Qqs0HUPxqnmRVumKQ	1718809317.3400917	1718809359.3440804	1718809359.6119401	1718809383.3443544	1718809383.8048618	24.19292163848877	42	42.27184844017029	0.2718484401702881	66.46477007865906
2	Tenderness	7LRzgZuP7H12oSC1CnC2jB	1718809317.3400917	1718809401.346303	1718809401.5760372	1718809425.3474426	1718809425.5841117	24.008074522018433	84	84.23594546318054	0.235945463180542	108.24401998519897
3	Tenderness	5lm18pjbwdth6ENVllxjfl	1718809317.3400917	1718809431.3480656	1718809431.572696	1718809455.3500466	1718809455.6587596	24.086063623428345	114	114.23260426521301	0.2326042652130127	138.31866788864136
4	Sadness	1gIko0dsz3MIfVny2wo4Mc	1718809317.3400917	1718809473.3503258	1718809473.5801759	1718809497.351886	1718809497.7645495	24.18437361717224	156	156.24008417129517	0.24008417129516602	180.4244577884674
5	Sadness	5GHfUQGxnemWRbBe62KNpq	1718809317.3400917	1718809503.353495	1718809503.580708	1718809527.3544533	1718809527.6368356	24.056127548217773	186	186.24061632156372	0.2406163215637207	210.2967438697815
6	Power	456WNXWhDwYOSf5SpTuqxd	1718809317.3400917	1718809545.3552976	1718809545.657582	1718809569.356365	1718809569.7731185	24.11553645133972	228	228.31749033927917	0.3174903392791748	252.4330267906189
7	Power	1yvMUkIOTeUNtNWlWRgANS	1718809317.3400917	1718809575.358069	1718809575.6003957	1718809599.359872	1718809599.78915	24.188754320144653	258	258.2603039741516	0.26030397415161133	282.44905829429626
8	Joyful activation	3GBApU0NuzH4hKZq4NOSdA	1718809317.3400917	1718809617.3599398	1718809617.5852354	1718809641.3610916	1718809641.7222285	24.136993169784546	300	300.2451436519623	0.24514365196228027	324.3821368217468
9	Joyful activation	6QgjcU0zLnzq5OrUoSZ3OK	1718809317.3400917	1718809647.3629518	1718809647.586922	1718809671.3638644	1718809671.5917366	24.004814624786377	330	330.24683022499084	0.24683022499084473	354.2516448497772
10	Wonder	5NrV5IwDOFcXHHUFTB8BUy	1718809317.3400917	1718809689.3640304	1718809689.5806148	1718809713.3643165	1718809713.6118555	24.031240701675415	372	372.2405230998993	0.240523099899292	396.2717638015747
11	Wonder	4RW7EZi7SHSLRwvn1Q8Mqj	1718809317.3400917	1718809719.3651733	1718809719.5940647	1718809743.3658216	1718809743.8051484	24.21108365058899	402	402.25397300720215	0.25397300720214844	426.46505665779114
12	Transcendence	4WmB04GBqS4xPMYN9dHgBw	1718809317.3400917	1718809761.367498	1718809761.787209	1718809785.3689063	1718809785.6638417	23.876632690429688	444	444.4471173286438	0.44711732864379883	468.3237500190735
13	Transcendence	3weNRklVDqb4Rr5MhKBR3D	1718809317.3400917	1718809791.3699024	1718809791.5995626	1718809815.3710768	1718809815.595997	23.996434450149536	474	474.25947093963623	0.25947093963623047	498.25590538978577
14	Tension	3Id64dLhfH7z0mmcylxuNp	1718809317.3400917	1718809833.372826	1718809833.6280844	1718809857.3747017	1718809857.5957036	23.96761918067932	516	516.2879927158356	0.2879927158355713	540.2556118965149
15	Tension	3dkIE8P7hvl3tHl9KSb6dA	1718809317.3400917	1718809863.3749645	1718809863.6020987	1718809887.37562	1718809887.70665	24.104551315307617	546	546.2620069980621	0.2620069980621338	570.3665583133698
16	Peacefulness	6Er8Fz6fuZNi5cvwQjv1ya	1718809317.3400917	1718809905.375718	1718809905.6138382	1718809929.3769462	1718809929.8994083	24.28557014465332	588	588.2737464904785	0.2737464904785156	612.5593166351318
17	Peacefulness	2agBDIr9MYDUducQPC1sFU	1718809317.3400917	1718809935.377633	1718809935.6085472	1718809959.3785322	1718809959.6693826	24.060835361480713	618	618.2684555053711	0.26845550537109375	642.3292908668518
