	emotion	trackID	timestamp0	before_music_start	after_music_start	before_noise_start	after_noise_start	music_duration	theo_music_onset	true_music_onset	diff_onset	true_noise_onset
0	Peacefulness	2hNvu4bGZFOoop3PbornV2	1689001827.8294969	1689001839.8317916	1689001840.067901	1689001863.8329892	1689001864.1847773	24.116876363754272	12	12.238404035568237	0.2384040355682373	36.35528039932251
1	Peacefulness	5fpEDGQX0Ah3utGnFYulQZ	1689001827.8294969	1689001869.8341632	1689001870.1580372	1689001893.8347015	1689001894.0681431	23.91010594367981	42	42.328540325164795	0.3285403251647949	66.2386462688446
2	Tenderness	202lm9YX5WmAac83tOGlVn	1689001827.8294969	1689001911.8352785	1689001912.0728447	1689001935.8370612	1689001936.1474638	24.07461905479431	84	84.24334788322449	0.2433478832244873	108.3179669380188
3	Tenderness	0Cp7pkYwl4WCGRHhrfcsrg	1689001827.8294969	1689001941.8387733	1689001942.0702343	1689001965.840286	1689001966.0709312	24.000696897506714	114	114.2407374382019	0.2407374382019043	138.24143433570862
4	Nostalgia	0CH0c7zoAzvNkDqc7Mubqt	1689001827.8294969	1689001983.8410056	1689001984.0816224	1689002007.8421152	1689002008.0809138	23.99929141998291	156	156.2521255016327	0.25212550163269043	180.2514169216156
5	Nostalgia	4ewazQLXFTDC8XvCbhvtXs	1689001827.8294969	1689002013.8433523	1689002014.071307	1689002037.8442333	1689002038.0714161	24.00010919570923	186	186.24181008338928	0.24181008338928223	210.2419192790985
6	Tension	73nNXl2PZ1Z6j2pbfl8N8R	1689001827.8294969	1689002055.8443036	1689002056.0814474	1689002079.8445847	1689002080.0821276	24.000680208206177	228	228.25195050239563	0.2519505023956299	252.2526307106018
7	Tension	3iUrvvdTgIFMrFPxkrRgTf	1689001827.8294969	1689002085.8462682	1689002086.0807164	1689002109.8471339	1689002110.1150386	24.034322261810303	258	258.2512195110321	0.2512195110321045	282.2855417728424
8	Sadness	5vOWPj3J5C937jSNyOIoLV	1689001827.8294969	1689002127.8488326	1689002128.159184	1689002151.8489394	1689002152.2577858	24.098601818084717	300	300.3296871185303	0.32968711853027344	324.428288936615
9	Sadness	5fVZC9GiM4e8vu99W0Xf6J	1689001827.8294969	1689002157.8500326	1689002158.0860872	1689002181.8503902	1689002182.0805516	23.99446439743042	330	330.2565903663635	0.2565903663635254	354.25105476379395
10	Power	5KX1zLcBZ5bv8iA1odyonT	1689001827.8294969	1689002199.8513737	1689002200.0774345	1689002223.8527415	1689002224.0868695	24.009434938430786	372	372.24793767929077	0.24793767929077148	396.25737261772156
11	Power	3skn2lauGk7Dx6bVIt5DVj	1689001827.8294969	1689002229.8539083	1689002230.0789669	1689002253.8545928	1689002254.2039475	24.124980688095093	402	402.24946999549866	0.24946999549865723	426.37445068359375
12	Transcendence	3CAX47TnPqTujLIQTw8nwI	1689001827.8294969	1689002271.856403	1689002272.0796816	1689002295.856953	1689002296.094317	24.01463532447815	444	444.2501847743988	0.2501847743988037	468.26482009887695
13	Transcendence	6pWgRkpqVfxnj3WuIcJ7WP	1689001827.8294969	1689002301.8585947	1689002302.085956	1689002325.859185	1689002326.1918814	24.10592532157898	474	474.256459236145	0.25645923614501953	498.362384557724
14	Joyful activation	7hQJA50XrCWABAu5v6QZ4i	1689001827.8294969	1689002343.8593357	1689002344.088621	1689002367.8612227	1689002368.1489933	24.060372352600098	516	516.2591240406036	0.2591240406036377	540.3194963932037
15	Joyful activation	70gUyEXSf3OVXaPQ0oVnGb	1689001827.8294969	1689002373.8626368	1689002374.087196	1689002397.8645706	1689002398.1018474	24.01465129852295	546	546.2576992511749	0.25769925117492676	570.2723505496979
16	Wonder	1Q3t9fWvHUXKsMmpD2XpUu	1689001827.8294969	1689002415.864704	1689002416.1600657	1689002439.8666387	1689002440.1623354	24.002269744873047	588	588.3305687904358	0.330568790435791	612.3328385353088
17	Wonder	2Y6uY65ZwKl9WbVOvKyZg6	1689001827.8294969	1689002445.867385	1689002446.1262293	1689002469.867392	1689002470.1735487	24.047319412231445	618	618.2967324256897	0.29673242568969727	642.3440518379211
